sample_ID	province	Latitude	Longitude	health zone
kinking100098	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100099	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100100	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100106	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100107	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100108	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100110	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100118	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100119	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100123	Kinshasa	-4.4103963	15.411396	Kingasani
kinking100128	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200001	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200002	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200005	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200016	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200017	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200018	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200019	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200020	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200021	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200038	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200051	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200053	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200054	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200055	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200056	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200057	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200058	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200062	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200064	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200065	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200066	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200069	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200070	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200071	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200072	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200073	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200074	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200075	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200076	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200082	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200083	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200087	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200088	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200090	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200091	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200092	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200093	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200108	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200109	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200110	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200111	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200112	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200113	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200115	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200116	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200122	Kinshasa	-4.4103963	15.411396	Kingasani
kinking200130	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300001	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300002	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300003	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300004	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300005	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300007	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300008	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300017	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300018	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300019	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300020	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300021	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300022	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300032	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300033	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300035	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300036	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300037	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300053	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300054	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300055	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300056	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300057	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300058	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300059	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300060	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300061	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300066	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300067	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300068	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300069	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300070	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300071	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300072	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300073	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300074	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300076	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300077	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300078	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300079	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300080	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300082	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300084	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300086	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300087	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300088	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300089	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300090	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300091	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300092	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300095	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300097	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300100	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300105	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300106	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300107	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300108	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300109	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300110	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300111	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300112	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300113	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300114	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300115	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300116	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300117	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300120	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300121	Kinshasa	-4.4103963	15.411396	Kingasani
kinking300123	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400008	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400011	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400012	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400016	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400017	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400018	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400019	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400020	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400021	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400024	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400026	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400034	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400035	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400036	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400037	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400039	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400041	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400042	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400048	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400053	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400054	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400055	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400058	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400066	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400068	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400070	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400075	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400077	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400083	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400088	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400089	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400093	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400103	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400104	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400105	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400111	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400113	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400120	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400121	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400122	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400124	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400126	Kinshasa	-4.4103963	15.411396	Kingasani
kinking400130	Kinshasa	-4.4103963	15.411396	Kingasani
konkimp100003	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100004	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100010	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100015	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100021	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100023	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100024	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100025	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100026	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100027	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100044	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100046	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100047	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100048	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100049	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100050	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100051	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100059	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100067	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100068	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100069	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100070	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100072	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100074	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100075	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100077	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100078	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100081	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100082	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100084	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100085	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100086	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100087	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100088	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100106	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100107	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100108	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100109	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100113	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100118	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100119	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100120	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100121	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100122	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100123	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100124	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100125	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100128	Kongo central	-5.8364071	13.426193	Kimpese
konkimp100130	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200032	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200040	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200051	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200079	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200084	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200085	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200087	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200095	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200096	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200097	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200102	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200103	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200105	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200119	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200120	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200127	Kongo central	-5.8364071	13.426193	Kimpese
konkimp200130	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300001	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300005	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300006	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300007	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300008	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300010	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300023	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300025	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300026	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300051	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300075	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300076	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300077	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300078	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300079	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300081	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300082	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300084	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300085	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300086	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300087	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300088	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300092	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300094	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300095	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300096	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300101	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300113	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300120	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300121	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300122	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300123	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300124	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300125	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300126	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300128	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300129	Kongo central	-5.8364071	13.426193	Kimpese
konkimp300130	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400012	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400013	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400014	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400016	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400018	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400019	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400020	Kongo central	-5.8364071	13.426193	Kimpese
konkimp400077	Kongo central	-5.8364071	13.426193	Kimpese
nubkara100040	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100055	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100065	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100067	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100073	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100079	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100080	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100081	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100083	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100101	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100104	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100105	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100113	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100120	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100126	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara100129	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200001	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200018	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200041	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200079	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200080	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200081	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200082	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200083	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200084	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200091	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200093	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200101	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200110	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200118	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200119	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200125	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200126	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200127	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara200128	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300030	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300049	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300051	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300064	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300065	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300072	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300080	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300082	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300083	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300084	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300086	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300087	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300088	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300089	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300091	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300093	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300095	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300098	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300100	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300104	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300118	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300119	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara300129	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400041	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400042	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400046	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400053	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400054	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400055	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400056	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400057	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400058	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400059	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400080	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400084	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400087	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400088	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400090	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400092	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400093	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400094	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400095	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400098	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400100	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400103	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400111	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400118	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400123	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400124	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400125	Nord Ubangi	4.2849154	20.9858607	Karawa
nubkara400127	Nord Ubangi	4.2849154	20.9858607	Karawa
Paluseq01	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq02	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq03	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq04	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq05	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq06	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq07	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq08	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq09	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq10	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq11	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq13	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq14	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq15	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq16	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq17	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq18	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq19	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq20	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq21	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq22	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq23	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq24	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq25	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq26	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq27	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq28	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq29	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq30	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq31	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq32	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq33	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq34	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq35	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq36	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq37	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq38	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq39	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq40	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq41	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq42	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq43	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq44	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq45	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq46	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq47	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq48	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq49	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq50	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq51	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq52	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq53	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq54	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq55	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq56	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq57	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq58	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq59	Kinshasa	-4.4103963	15.411396	Kingasani
Paluseq60	Kinshasa	-4.4103963	15.411396	Kingasani
